year,season,sport,countries_winning_medals,sport_country_hhi,sport_medal_entropy,max_country_share,sport_year_total_medals,sport_globalization_index
1896,Summer,Athletics,7,0.2930612244897959,1.5098863271686571,0.45714285714285713,35,0.7069387755102041
1896,Summer,Cycling,5,0.2578125,1.4614721293040243,0.375,16,0.7421875
1896,Summer,Fencing,3,0.40625,0.9743147528693494,0.5,8,0.59375
1896,Summer,Gymnastics,3,0.4135802469135803,0.9809896824453153,0.5555555555555556,18,0.5864197530864197
1896,Summer,Shooting,3,0.44000000000000006,0.9502705392332347,0.6,15,0.5599999999999999
1896,Summer,Swimming,3,0.44000000000000006,0.9502705392332347,0.6,10,0.5599999999999999
1896,Summer,Tennis,5,0.25925925925925924,1.464816384890813,0.3333333333333333,9,0.7407407407407407
1896,Summer,Weightlifting,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,6,0.6666666666666667
1896,Summer,Wrestling,2,0.5555555555555556,0.6365141682948128,0.6666666666666666,3,0.4444444444444444
1900,Summer,Archery,2,0.545,0.6474466390346325,0.65,20,0.45499999999999996
1900,Summer,Athletics,12,0.3509766855702583,1.5803595083901616,0.5652173913043478,69,0.6490233144297417
1900,Summer,Basque Pelota,1,1.0,-0.0,1.0,1,0.0
1900,Summer,Cricket,2,0.5555555555555556,0.6365141682948128,0.6666666666666666,3,0.4444444444444444
1900,Summer,Croquet,1,1.0,-0.0,1.0,7,0.0
1900,Summer,Cycling,5,0.3580246913580247,1.3030924037617193,0.5555555555555556,9,0.6419753086419753
1900,Summer,Equestrianism,3,0.41333333333333333,0.9701157839869381,0.5333333333333333,15,0.5866666666666667
1900,Summer,Fencing,4,0.5374149659863946,0.9121588139190028,0.7142857142857143,21,0.4625850340136054
1900,Summer,Football,4,0.28,1.3321790402101223,0.4,5,0.72
1900,Summer,Golf,2,0.5555555555555556,0.6365141682948128,0.6666666666666666,6,0.4444444444444444
1900,Summer,Gymnastics,1,1.0,-0.0,1.0,3,0.0
1900,Summer,Polo,4,0.2839506172839506,1.310783678099714,0.3333333333333333,9,0.7160493827160495
1900,Summer,Rowing,6,0.2653061224489796,1.5367224694372192,0.42857142857142855,14,0.7346938775510203
1900,Summer,Rugby,5,0.20000000000000004,1.6094379124341005,0.2,5,0.7999999999999999
1900,Summer,Sailing,6,0.3652445369406868,1.3067329794624838,0.5483870967741935,31,0.6347554630593132
1900,Summer,Shooting,6,0.2032,1.668551040319442,0.28,25,0.7968
1900,Summer,Swimming,8,0.15646258503401358,1.9513496062520654,0.23809523809523808,21,0.8435374149659864
1900,Summer,Tennis,4,0.3395061728395062,1.223575654138956,0.5,18,0.6604938271604939
1900,Summer,Tug-Of-War,4,0.25,1.3862943611198906,0.25,4,0.75
1900,Summer,Water Polo,4,0.28,1.3321790402101223,0.4,5,0.72
1904,Summer,Archery,1,1.0,-0.0,1.0,16,0.0
1904,Summer,Athletics,6,0.8171296296296297,0.46961387921805253,0.9027777777777778,72,0.18287037037037035
1904,Summer,Boxing,1,1.0,-0.0,1.0,18,0.0
1904,Summer,Cycling,1,1.0,-0.0,1.0,21,0.0
1904,Summer,Diving,2,0.5555555555555556,0.6365141682948128,0.6666666666666666,3,0.4444444444444444
1904,Summer,Fencing,2,0.6088888888888888,0.5799151714181009,0.7333333333333333,15,0.3911111111111112
1904,Summer,Football,2,0.5555555555555556,0.6365141682948128,0.6666666666666666,3,0.4444444444444444
1904,Summer,Golf,2,0.7222222222222223,0.45056120886630463,0.8333333333333334,6,0.2777777777777777
1904,Summer,Gymnastics,4,0.6538775510204082,0.7162008651137044,0.8,35,0.34612244897959177
1904,Summer,Lacrosse,2,0.5555555555555556,0.6365141682948128,0.6666666666666666,3,0.4444444444444444
1904,Summer,Roque,1,1.0,-0.0,1.0,3,0.0
1904,Summer,Rowing,2,0.8673469387755102,0.25731864054383163,0.9285714285714286,14,0.13265306122448983
1904,Summer,Swimming,5,0.29555555555555557,1.3655230860155625,0.43333333333333335,30,0.7044444444444444
1904,Summer,Tennis,1,1.0,-0.0,1.0,6,0.0
1904,Summer,Tug-Of-War,2,0.625,0.5623351446188083,0.75,4,0.375
1904,Summer,Water Polo,1,1.0,-0.0,1.0,3,0.0
1904,Summer,Weightlifting,3,0.3888888888888889,1.0114042647073518,0.5,6,0.6111111111111112
1904,Summer,Wrestling,4,0.6689342403628118,0.6849547610531581,0.8095238095238095,21,0.3310657596371882
1906,Summer,Athletics,11,0.18994140625,1.9499996267857929,0.34375,64,0.81005859375
1906,Summer,Cycling,5,0.271604938271605,1.4264444338582805,0.3888888888888889,18,0.728395061728395
1906,Summer,Diving,2,0.5555555555555556,0.6365141682948128,0.6666666666666666,3,0.4444444444444444
1906,Summer,Fencing,8,0.15311909262759923,1.9565588879179248,0.21739130434782608,23,0.8468809073724007
1906,Summer,Football,4,0.25,1.3862943611198906,0.25,4,0.75
1906,Summer,Gymnastics,6,0.2222222222222222,1.6326309271543518,0.3333333333333333,12,0.7777777777777778
1906,Summer,Rowing,4,0.30246913580246915,1.2487993582902113,0.3333333333333333,18,0.6975308641975309
1906,Summer,Shooting,7,0.22685185185185186,1.638479597624642,0.3333333333333333,36,0.7731481481481481
1906,Summer,Swimming,6,0.25,1.5832584594204766,0.4166666666666667,12,0.75
1906,Summer,Tennis,3,0.3888888888888889,1.0114042647073518,0.5,12,0.6111111111111112
1906,Summer,Tug-Of-War,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1906,Summer,Weightlifting,5,0.22448979591836732,1.5498260458782016,0.2857142857142857,7,0.7755102040816326
1906,Summer,Wrestling,5,0.26388888888888884,1.4451858789480823,0.3333333333333333,12,0.7361111111111112
1908,Summer,Archery,3,0.4320987654320988,0.936888307539016,0.5555555555555556,9,0.5679012345679012
1908,Summer,Athletics,13,0.242603550295858,1.863324545518097,0.4230769230769231,78,0.757396449704142
1908,Summer,Boxing,2,0.8755555555555556,0.24493002679463532,0.9333333333333333,15,0.12444444444444436
1908,Summer,Cycling,5,0.34567901234567905,1.2676770290452555,0.5,18,0.654320987654321
1908,Summer,Diving,3,0.3877551020408163,1.0042424730540764,0.42857142857142855,7,0.6122448979591837
1908,Summer,Fencing,6,0.2222222222222222,1.6326309271543518,0.3333333333333333,12,0.7777777777777778
1908,Summer,Figure Skating,4,0.3472222222222222,1.198849312913621,0.5,12,0.6527777777777778
1908,Summer,Football,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1908,Summer,Gymnastics,6,0.16666666666666669,1.7917594692280547,0.16666666666666666,6,0.8333333333333333
1908,Summer,Hockey,1,1.0,-0.0,1.0,3,0.0
1908,Summer,Jeu De Paume,2,0.5555555555555556,0.6365141682948128,0.6666666666666666,3,0.4444444444444444
1908,Summer,Lacrosse,2,0.5,0.6931471805599453,0.5,2,0.5
1908,Summer,Motorboating,2,0.5555555555555556,0.6365141682948128,0.6666666666666666,3,0.4444444444444444
1908,Summer,Polo,1,1.0,-0.0,1.0,2,0.0
1908,Summer,Racquets,1,1.0,-0.0,1.0,6,0.0
1908,Summer,Rowing,6,0.3125,1.4402347497045995,0.5,16,0.6875
1908,Summer,Rugby,2,0.5,0.6931471805599453,0.5,2,0.5
1908,Summer,Sailing,4,0.48148148148148145,1.0027182645175161,0.6666666666666666,9,0.5185185185185186
1908,Summer,Shooting,8,0.2671604938271605,1.667643309607235,0.4666666666666667,45,0.7328395061728394
1908,Summer,Swimming,8,0.2098765432098766,1.8255635085702338,0.3888888888888889,18,0.7901234567901234
1908,Summer,Tennis,3,0.7098765432098766,0.5566469035821069,0.8333333333333334,18,0.2901234567901234
1908,Summer,Tug-Of-War,1,1.0,-0.0,1.0,3,0.0
1908,Summer,Water Polo,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1908,Summer,Wrestling,10,0.21262002743484223,1.9207477987394992,0.4074074074074074,27,0.7873799725651578
1912,Summer,Art Competitions,5,0.2222222222222222,1.5607104090414063,0.3333333333333333,6,0.7777777777777778
1912,Summer,Athletics,12,0.25239912128569775,1.775078538975853,0.44086021505376344,93,0.7476008787143023
1912,Summer,Cycling,4,0.2777777777777778,1.3296613488547582,0.3333333333333333,6,0.7222222222222222
1912,Summer,Diving,3,0.45833333333333337,0.887694275799104,0.5833333333333334,12,0.5416666666666666
1912,Summer,Equestrianism,5,0.28,1.4019454593787288,0.4,15,0.72
1912,Summer,Fencing,7,0.17333333333333334,1.8413903748459726,0.26666666666666666,15,0.8266666666666667
1912,Summer,Football,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1912,Summer,Gymnastics,8,0.1527777777777778,1.9792045174343245,0.25,12,0.8472222222222222
1912,Summer,Modern Pentathlon,1,1.0,-0.0,1.0,3,0.0
1912,Summer,Rowing,8,0.16326530612244897,1.9459101490553132,0.2857142857142857,14,0.8367346938775511
1912,Summer,Sailing,6,0.2222222222222222,1.6326309271543518,0.3333333333333333,12,0.7777777777777778
1912,Summer,Shooting,10,0.20438957475994513,1.857247762653181,0.3148148148148148,54,0.7956104252400549
1912,Summer,Swimming,7,0.19615912208504802,1.7382829223108733,0.25925925925925924,27,0.803840877914952
1912,Summer,Tennis,9,0.1597222222222222,1.9828347896999532,0.25,24,0.8402777777777778
1912,Summer,Tug-Of-War,2,0.5,0.6931471805599453,0.5,2,0.5
1912,Summer,Water Polo,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1912,Summer,Wrestling,6,0.3066666666666667,1.430280301911093,0.4666666666666667,15,0.6933333333333334
1920,Summer,Archery,3,0.528344671201814,0.7732196077242826,0.6666666666666666,21,0.47165532879818595
1920,Summer,Art Competitions,5,0.3553719008264462,1.294545165844896,0.5454545454545454,11,0.6446280991735538
1920,Summer,Athletics,12,0.19593077024706035,1.900794638281281,0.3333333333333333,87,0.8040692297529397
1920,Summer,Boxing,8,0.1701388888888889,1.8891122655968182,0.25,24,0.8298611111111112
1920,Summer,Cycling,7,0.1728395061728395,1.8460525146995628,0.2777777777777778,18,0.8271604938271605
1920,Summer,Diving,4,0.40444444444444444,1.0625354080615974,0.5333333333333333,15,0.5955555555555556
1920,Summer,Equestrianism,4,0.30612244897959184,1.2704417386050006,0.42857142857142855,21,0.6938775510204082
1920,Summer,Fencing,5,0.3271604938271605,1.2919060073446698,0.4444444444444444,18,0.6728395061728395
1920,Summer,Figure Skating,5,0.25925925925925924,1.464816384890813,0.3333333333333333,9,0.7407407407407407
1920,Summer,Football,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1920,Summer,Gymnastics,6,0.19008264462809915,1.7201934592198251,0.2727272727272727,11,0.8099173553719008
1920,Summer,Hockey,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1920,Summer,Ice Hockey,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1920,Summer,Modern Pentathlon,1,1.0,-0.0,1.0,3,0.0
1920,Summer,Polo,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1920,Summer,Rowing,7,0.16444444444444445,1.8762735844302758,0.26666666666666666,15,0.8355555555555556
1920,Summer,Rugby,2,0.5,0.6931471805599453,0.5,2,0.5
1920,Summer,Sailing,6,0.25761772853185594,1.5484893511952997,0.42105263157894735,19,0.7423822714681441
1920,Summer,Shooting,11,0.2038296800201562,1.907578211813813,0.36507936507936506,63,0.7961703199798438
1920,Summer,Swimming,7,0.33111111111111113,1.4694044962459365,0.5333333333333333,30,0.6688888888888889
1920,Summer,Tennis,5,0.27111111111111114,1.4368286689630319,0.4,15,0.7288888888888889
1920,Summer,Tug-Of-War,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1920,Summer,Water Polo,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1920,Summer,Weightlifting,7,0.15555555555555559,1.8989267893363289,0.2,15,0.8444444444444444
1920,Summer,Wrestling,7,0.2382934443288241,1.6443460266931356,0.3870967741935484,31,0.761706555671176
1924,Summer,Art Competitions,9,0.13265306122448978,2.1065773332321154,0.21428571428571427,14,0.8673469387755102
1924,Summer,Athletics,15,0.2266422801402225,1.9136228182420252,0.3950617283950617,81,0.7733577198597775
1924,Summer,Boxing,9,0.1527777777777778,2.015164776490797,0.25,24,0.8472222222222222
1924,Summer,Cycling,8,0.19135802469135801,1.84989815186856,0.3333333333333333,18,0.808641975308642
1924,Summer,Diving,4,0.5644444444444443,0.857174043642079,0.7333333333333333,15,0.4355555555555557
1924,Summer,Equestrianism,9,0.14666666666666667,2.0611128325795947,0.26666666666666666,15,0.8533333333333333
1924,Summer,Fencing,8,0.1791383219954648,1.8724509888392686,0.2857142857142857,21,0.8208616780045352
1924,Summer,Football,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1924,Summer,Gymnastics,6,0.23182441700960219,1.5874771242003332,0.3333333333333333,27,0.7681755829903978
1924,Summer,Modern Pentathlon,1,1.0,-0.0,1.0,3,0.0
1924,Summer,Polo,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1924,Summer,Rowing,7,0.18,1.8182773198687407,0.25,20,0.8200000000000001
1924,Summer,Rugby,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1924,Summer,Sailing,7,0.18518518518518517,1.8310204811135162,0.3333333333333333,9,0.8148148148148149
1924,Summer,Shooting,11,0.15555555555555556,2.1064192423917003,0.3,30,0.8444444444444444
1924,Summer,Swimming,6,0.37741046831955927,1.2971174724482664,0.5757575757575758,33,0.6225895316804407
1924,Summer,Tennis,5,0.28,1.4019454593787288,0.4,15,0.72
1924,Summer,Water Polo,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1924,Summer,Weightlifting,6,0.19111111111111112,1.7140875411870102,0.26666666666666666,15,0.8088888888888889
1924,Summer,Wrestling,10,0.22682445759368838,1.8308197974092704,0.41025641025641024,39,0.7731755424063116
1928,Summer,Art Competitions,11,0.14387633769322233,2.1541714447533082,0.27586206896551724,29,0.8561236623067776
1928,Summer,Athletics,16,0.1617131534827008,2.170005406543239,0.30864197530864196,81,0.8382868465172992
1928,Summer,Boxing,14,0.10069444444444443,2.4631046437978106,0.16666666666666666,24,0.8993055555555556
1928,Summer,Cycling,8,0.1728395061728395,1.8891591637540215,0.2222222222222222,18,0.8271604938271605
1928,Summer,Diving,3,0.5972222222222222,0.7214636866925116,0.75,12,0.4027777777777778
1928,Summer,Equestrianism,9,0.14197530864197533,2.0620695413001644,0.2222222222222222,18,0.8580246913580247
1928,Summer,Fencing,9,0.1655328798185941,1.9642342064686773,0.23809523809523808,21,0.8344671201814059
1928,Summer,Football,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1928,Summer,Gymnastics,7,0.23958333333333337,1.625733218619326,0.375,24,0.7604166666666666
1928,Summer,Hockey,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1928,Summer,Modern Pentathlon,2,0.5555555555555556,0.6365141682948128,0.6666666666666666,3,0.4444444444444444
1928,Summer,Rowing,11,0.13378684807256233,2.199224814389626,0.23809523809523808,21,0.8662131519274376
1928,Summer,Sailing,7,0.16049382716049382,1.8891591637540215,0.2222222222222222,9,0.8395061728395061
1928,Summer,Swimming,12,0.16253443526170797,2.1455340837236196,0.3333333333333333,33,0.837465564738292
1928,Summer,Water Polo,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1928,Summer,Weightlifting,8,0.1466666666666667,1.9913464134109882,0.2,15,0.8533333333333333
1928,Summer,Wrestling,14,0.10848126232741617,2.4274691683767724,0.23076923076923078,39,0.8915187376725838
1932,Summer,Alpinism,1,1.0,-0.0,1.0,1,0.0
1932,Summer,Art Competitions,12,0.14555765595463138,2.2191424336356196,0.30434782608695654,23,0.8544423440453686
1932,Summer,Athletics,16,0.20623596247853088,2.065966523457402,0.40229885057471265,87,0.7937640375214692
1932,Summer,Boxing,12,0.11458333333333334,2.315250126913643,0.20833333333333334,24,0.8854166666666666
1932,Summer,Cycling,7,0.17901234567901236,1.827174843944519,0.2777777777777778,18,0.8209876543209876
1932,Summer,Diving,1,1.0,-0.0,1.0,12,0.0
1932,Summer,Equestrianism,5,0.24489795918367346,1.4944032113796117,0.35714285714285715,14,0.7551020408163265
1932,Summer,Fencing,7,0.22902494331065756,1.6744089372507132,0.38095238095238093,21,0.7709750566893424
1932,Summer,Gymnastics,5,0.3186409550045914,1.327563391591518,0.48484848484848486,33,0.6813590449954086
1932,Summer,Hockey,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1932,Summer,Modern Pentathlon,2,0.5555555555555556,0.6365141682948128,0.6666666666666666,3,0.4444444444444444
1932,Summer,Rowing,10,0.12471655328798184,2.1776044965456927,0.19047619047619047,21,0.8752834467120182
1932,Summer,Sailing,7,0.17355371900826444,1.8462202193216335,0.2727272727272727,11,0.8264462809917356
1932,Summer,Shooting,5,0.2222222222222222,1.5607104090414063,0.3333333333333333,6,0.7777777777777778
1932,Summer,Swimming,10,0.23966942148760328,1.7691253247769005,0.36363636363636365,33,0.7603305785123967
1932,Summer,Water Polo,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1932,Summer,Weightlifting,7,0.15555555555555559,1.8989267893363289,0.2,15,0.8444444444444444
1932,Summer,Wrestling,12,0.13718820861678002,2.193208825360681,0.23809523809523808,42,0.86281179138322
1936,Summer,Aeronautics,1,1.0,-0.0,1.0,1,0.0
1936,Summer,Alpinism,1,1.0,-0.0,1.0,1,0.0
1936,Summer,Art Competitions,11,0.19921875,1.9628178393237803,0.375,32,0.80078125
1936,Summer,Athletics,16,0.1510107015457788,2.227256385445957,0.28735632183908044,87,0.8489892984542212
1936,Summer,Basketball,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1936,Summer,Boxing,13,0.1111111111111111,2.3806561448842114,0.20833333333333334,24,0.8888888888888888
1936,Summer,Canoeing,8,0.17969821673525377,1.8692980865262823,0.25925925925925924,27,0.8203017832647462
1936,Summer,Cycling,7,0.22839506172839513,1.690408472534179,0.3888888888888889,18,0.7716049382716048
1936,Summer,Diving,2,0.7222222222222223,0.45056120886630463,0.8333333333333334,12,0.2777777777777777
1936,Summer,Equestrianism,12,0.18518518518518523,2.1336289221524316,0.3888888888888889,18,0.8148148148148148
1936,Summer,Fencing,6,0.26530612244897955,1.5249094676036992,0.42857142857142855,21,0.7346938775510204
1936,Summer,Football,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1936,Summer,Gymnastics,6,0.33163265306122447,1.336063382844285,0.4642857142857143,28,0.6683673469387755
1936,Summer,Handball,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1936,Summer,Hockey,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1936,Summer,Modern Pentathlon,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1936,Summer,Polo,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1936,Summer,Rowing,10,0.16553287981859408,2.0658156353907255,0.3333333333333333,21,0.8344671201814059
1936,Summer,Sailing,6,0.18055555555555558,1.7481554572476758,0.25,12,0.8194444444444444
1936,Summer,Shooting,6,0.20987654320987653,1.6769877743224173,0.3333333333333333,9,0.7901234567901234
1936,Summer,Swimming,7,0.2157943067033976,1.6971943474328257,0.3333333333333333,33,0.7842056932966024
1936,Summer,Water Polo,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1936,Summer,Weightlifting,7,0.24444444444444444,1.6350915928128098,0.3333333333333333,15,0.7555555555555555
1936,Summer,Wrestling,11,0.13265306122448978,2.164881946184537,0.21428571428571427,42,0.8673469387755102
1948,Summer,Art Competitions,13,0.095703125,2.4366338217595214,0.125,32,0.904296875
1948,Summer,Athletics,22,0.11886542189572494,2.571459038381234,0.2727272727272727,99,0.8811345781042751
1948,Summer,Basketball,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1948,Summer,Boxing,13,0.11458333333333331,2.3588541388940216,0.20833333333333334,24,0.8854166666666667
1948,Summer,Canoeing,10,0.11659807956104251,2.210813471423164,0.14814814814814814,27,0.8834019204389575
1948,Summer,Cycling,6,0.2160493827160494,1.630035488098961,0.2777777777777778,18,0.7839506172839505
1948,Summer,Diving,3,0.7083333333333334,0.5660857389596289,0.8333333333333334,12,0.29166666666666663
1948,Summer,Equestrianism,8,0.16666666666666666,1.9080368345090655,0.2222222222222222,18,0.8333333333333334
1948,Summer,Fencing,9,0.18820861678004533,1.8853355890558805,0.2857142857142857,21,0.8117913832199547
1948,Summer,Football,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1948,Summer,Gymnastics,5,0.2514792899408284,1.4556568582704268,0.3076923076923077,26,0.7485207100591715
1948,Summer,Hockey,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1948,Summer,Modern Pentathlon,2,0.5555555555555556,0.6365141682948128,0.6666666666666666,3,0.4444444444444444
1948,Summer,Rowing,9,0.13832199546485258,2.070493040427825,0.19047619047619047,21,0.8616780045351474
1948,Summer,Sailing,9,0.14666666666666667,2.061112832579594,0.26666666666666666,15,0.8533333333333333
1948,Summer,Shooting,8,0.1527777777777778,1.9792045174343245,0.25,12,0.8472222222222222
1948,Summer,Swimming,7,0.26354453627180896,1.619585847009024,0.45454545454545453,33,0.736455463728191
1948,Summer,Water Polo,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1948,Summer,Weightlifting,8,0.25308641975308643,1.7060571156426698,0.4444444444444444,18,0.7469135802469136
1948,Summer,Wrestling,12,0.15624999999999997,2.1322084305538502,0.2708333333333333,48,0.84375
1952,Summer,Athletics,20,0.14947454341393737,2.3808268512840924,0.31313131313131315,99,0.8505254565860626
1952,Summer,Basketball,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1952,Summer,Boxing,17,0.08625000000000001,2.623443902719119,0.15,40,0.91375
1952,Summer,Canoeing,11,0.12482853223593963,2.22339858525986,0.2222222222222222,27,0.8751714677640604
1952,Summer,Cycling,7,0.17901234567901236,1.81698317337931,0.2777777777777778,18,0.8209876543209876
1952,Summer,Diving,4,0.5833333333333334,0.8369882167858358,0.75,12,0.41666666666666663
1952,Summer,Equestrianism,8,0.16049382716049382,1.9371061758293182,0.2222222222222222,18,0.8395061728395061
1952,Summer,Fencing,6,0.2607709750566893,1.5174643245838402,0.38095238095238093,21,0.7392290249433107
1952,Summer,Football,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1952,Summer,Gymnastics,9,0.28197530864197534,1.6094623609671646,0.4666666666666667,45,0.7180246913580246
1952,Summer,Hockey,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1952,Summer,Modern Pentathlon,3,0.3888888888888889,1.0114042647073518,0.5,6,0.6111111111111112
1952,Summer,Rowing,14,0.08843537414965985,2.5325911608011213,0.14285714285714285,21,0.9115646258503401
1952,Summer,Sailing,9,0.1466666666666667,2.0488828279013442,0.2,15,0.8533333333333333
1952,Summer,Shooting,10,0.1201814058956916,2.202521074820195,0.19047619047619047,21,0.8798185941043084
1952,Summer,Swimming,12,0.15335169880624427,2.1428652221166007,0.2727272727272727,33,0.8466483011937558
1952,Summer,Water Polo,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1952,Summer,Weightlifting,8,0.21995464852607707,1.75192641005698,0.3333333333333333,21,0.780045351473923
1952,Summer,Wrestling,14,0.11371527777777779,2.375392154483884,0.20833333333333334,48,0.8862847222222222
1956,Summer,Athletics,19,0.17259999999999998,2.182483025862879,0.31,100,0.8274
1956,Summer,Basketball,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1956,Summer,Boxing,16,0.08500000000000002,2.6035982840112846,0.15,40,0.915
1956,Summer,Canoeing,9,0.17969821673525374,1.9080572082866192,0.25925925925925924,27,0.8203017832647462
1956,Summer,Cycling,7,0.18518518518518517,1.798105502624266,0.2777777777777778,18,0.8148148148148149
1956,Summer,Diving,3,0.5972222222222222,0.7214636866925116,0.75,12,0.4027777777777778
1956,Summer,Equestrianism,7,0.20370370370370372,1.743812457152758,0.3333333333333333,18,0.7962962962962963
1956,Summer,Fencing,7,0.2063492063492063,1.7357455494097993,0.3333333333333333,21,0.7936507936507937
1956,Summer,Football,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1956,Summer,Gymnastics,9,0.2934027777777778,1.5754741268889778,0.4791666666666667,48,0.7065972222222222
1956,Summer,Hockey,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1956,Summer,Modern Pentathlon,4,0.33333333333333337,1.242453324894,0.5,6,0.6666666666666666
1956,Summer,Rowing,10,0.16099773242630383,2.0455764621533223,0.2857142857142857,21,0.8390022675736961
1956,Summer,Sailing,9,0.12888888888888891,2.1186492470699507,0.2,15,0.8711111111111111
1956,Summer,Shooting,9,0.19727891156462585,1.9222841453882733,0.38095238095238093,21,0.8027210884353742
1956,Summer,Swimming,8,0.23602892833662062,1.6913560660771911,0.358974358974359,39,0.7639710716633794
1956,Summer,Water Polo,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1956,Summer,Weightlifting,8,0.24263038548752833,1.6812349878236956,0.3333333333333333,21,0.7573696145124716
1956,Summer,Wrestling,13,0.1328125,2.2753438772064447,0.2708333333333333,48,0.8671875
1960,Summer,Athletics,20,0.14052287581699344,2.352048329652619,0.2549019607843137,102,0.8594771241830066
1960,Summer,Basketball,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
