year,season,sport,countries_winning_medals,sport_country_hhi,sport_medal_entropy,max_country_share,sport_year_total_medals,sport_globalization_index
1960,Summer,Boxing,16,0.105,2.4816337280442253,0.175,40,0.895
1960,Summer,Canoeing,8,0.17006802721088432,1.9135484277609516,0.2857142857142857,21,0.8299319727891157
1960,Summer,Cycling,4,0.29012345679012347,1.3014810683874343,0.3888888888888889,18,0.7098765432098766
1960,Summer,Diving,5,0.3194444444444444,1.3579778549873245,0.5,12,0.6805555555555556
1960,Summer,Equestrianism,8,0.15555555555555559,1.9564632038266851,0.2,15,0.8444444444444444
1960,Summer,Fencing,8,0.19444444444444445,1.8159832459531595,0.2916666666666667,24,0.8055555555555556
1960,Summer,Football,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1960,Summer,Gymnastics,7,0.4180638182801514,1.2224172689096386,0.6046511627906976,43,0.5819361817198486
1960,Summer,Hockey,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1960,Summer,Modern Pentathlon,3,0.3888888888888889,1.0114042647073518,0.5,6,0.6111111111111112
1960,Summer,Rowing,11,0.13378684807256233,2.199224814389626,0.23809523809523808,21,0.8662131519274376
1960,Summer,Sailing,11,0.11111111111111113,2.3034884952192693,0.2,15,0.8888888888888888
1960,Summer,Shooting,10,0.1975308641975309,1.979596215361333,0.3888888888888889,18,0.8024691358024691
1960,Summer,Swimming,8,0.2246913580246913,1.7144594808327231,0.3333333333333333,45,0.7753086419753087
1960,Summer,Water Polo,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1960,Summer,Weightlifting,10,0.18820861678004536,1.9546458666826347,0.2857142857142857,21,0.8117913832199546
1960,Summer,Wrestling,16,0.11805555555555557,2.405150774554824,0.20833333333333334,48,0.8819444444444444
1964,Summer,Athletics,22,0.11299725651577502,2.5362237316415115,0.2222222222222222,108,0.8870027434842249
1964,Summer,Basketball,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1964,Summer,Boxing,17,0.12000000000000002,2.4317645513122472,0.225,40,0.88
1964,Summer,Canoeing,9,0.15646258503401356,2.0011827628010703,0.23809523809523808,21,0.8435374149659864
1964,Summer,Cycling,9,0.19727891156462582,1.9222841453882735,0.38095238095238093,21,0.8027210884353742
1964,Summer,Diving,4,0.4861111111111111,0.9830877585747855,0.6666666666666666,12,0.5138888888888888
1964,Summer,Equestrianism,8,0.18518518518518517,1.878967493188813,0.3333333333333333,18,0.8148148148148149
1964,Summer,Fencing,7,0.1736111111111111,1.8313500005501564,0.25,24,0.8263888888888888
1964,Summer,Football,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1964,Summer,Gymnastics,8,0.2619047619047619,1.6411829524282495,0.42857142857142855,42,0.7380952380952381
1964,Summer,Hockey,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1964,Summer,Judo,9,0.15306122448979592,2.044931174849591,0.2857142857142857,14,0.846938775510204
1964,Summer,Modern Pentathlon,3,0.3888888888888889,1.0114042647073516,0.5,6,0.6111111111111112
1964,Summer,Rowing,11,0.12471655328798184,2.2274376530946975,0.19047619047619047,21,0.8752834467120182
1964,Summer,Sailing,8,0.18222222222222223,1.8943120247335319,0.3333333333333333,15,0.8177777777777777
1964,Summer,Shooting,9,0.20370370370370372,1.9025798619657834,0.3888888888888889,18,0.7962962962962963
1964,Summer,Swimming,8,0.33813443072702337,1.4516105022774974,0.5370370370370371,54,0.6618655692729767
1964,Summer,Volleyball,4,0.2777777777777778,1.3296613488547582,0.3333333333333333,6,0.7222222222222222
1964,Summer,Water Polo,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1964,Summer,Weightlifting,7,0.20181405895691606,1.7519264100569796,0.3333333333333333,21,0.7981859410430839
1964,Summer,Wrestling,13,0.12152777777777778,2.2972699973854067,0.20833333333333334,48,0.8784722222222222
1968,Summer,Athletics,24,0.09231389411448536,2.799050420146107,0.25925925925925924,122,0.9076861058855147
1968,Summer,Basketball,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1968,Summer,Boxing,20,0.07561436672967864,2.8526464688585507,0.1590909090909091,46,0.9243856332703213
1968,Summer,Canoeing,7,0.17708333333333331,1.870194487483377,0.2857142857142857,24,0.8229166666666667
1968,Summer,Cycling,9,0.1446280991735537,2.095127309114252,0.23809523809523808,22,0.8553719008264463
1968,Summer,Diving,5,0.3194444444444444,1.3579778549873245,0.5,12,0.6805555555555556
1968,Summer,Equestrianism,8,0.14049586776859505,2.059044366009098,0.2222222222222222,22,0.859504132231405
1968,Summer,Fencing,7,0.20833333333333337,1.7323262455088462,0.2916666666666667,24,0.7916666666666666
1968,Summer,Football,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1968,Summer,Gymnastics,6,0.25425330812854446,1.574587415099651,0.42857142857142855,46,0.7457466918714555
1968,Summer,Hockey,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1968,Summer,Modern Pentathlon,4,0.2777777777777778,1.3296613488547582,0.3333333333333333,6,0.7222222222222222
1968,Summer,Rowing,11,0.08284023668639054,2.5578935855317777,0.14285714285714285,26,0.9171597633136095
1968,Summer,Sailing,11,0.07958477508650519,2.588573162682118,0.13333333333333333,17,0.9204152249134948
1968,Summer,Shooting,11,0.10059171597633136,2.4616623502359714,0.23809523809523808,26,0.8994082840236687
1968,Summer,Swimming,10,0.32565096952908595,1.6978010331499367,0.5977011494252874,95,0.6743490304709141
1968,Summer,Volleyball,4,0.2777777777777778,1.3296613488547582,0.3333333333333333,6,0.7222222222222222
1968,Summer,Water Polo,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1968,Summer,Weightlifting,8,0.18367346938775508,1.860419010781378,0.2857142857142857,21,0.8163265306122449
1968,Summer,Wrestling,14,0.0857362552864283,2.638514716599388,0.1875,51,0.9142637447135717
1972,Summer,Archery,5,0.2222222222222222,1.5607104090414063,0.3333333333333333,6,0.7777777777777778
1972,Summer,Athletics,23,0.0926040428061831,2.697265958487244,0.19298245614035087,145,0.9073959571938169
1972,Summer,Basketball,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1972,Summer,Boxing,21,0.05749207786328655,3.007761180553948,0.11363636363636363,47,0.9425079221367134
1972,Summer,Canoeing,12,0.10227272727272724,2.433362259840872,0.18181818181818182,44,0.8977272727272727
1972,Summer,Cycling,10,0.09374999999999999,2.4554608908739044,0.15789473684210525,24,0.90625
1972,Summer,Diving,6,0.16326530612244897,1.8711604142318063,0.25,14,0.8367346938775511
1972,Summer,Equestrianism,6,0.1606805293005671,1.885299500946812,0.2777777777777778,23,0.8393194706994329
1972,Summer,Fencing,7,0.22916666666666669,1.6644984568033625,0.3333333333333333,24,0.7708333333333333
1972,Summer,Football,4,0.20000000000000004,1.6094379124341005,0.25,5,0.7999999999999999
1972,Summer,Gymnastics,4,0.2595155709342561,1.4166710934356013,0.38095238095238093,51,0.740484429065744
1972,Summer,Handball,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1972,Summer,Hockey,3,0.25,1.3862943611198906,0.3333333333333333,4,0.75
1972,Summer,Judo,10,0.10059171597633135,2.418061472470426,0.17391304347826086,26,0.8994082840236687
1972,Summer,Modern Pentathlon,3,0.3888888888888889,1.0114042647073518,0.5,6,0.6111111111111112
1972,Summer,Rowing,10,0.1377777777777778,2.2620569185830273,0.3333333333333333,30,0.8622222222222222
1972,Summer,Sailing,9,0.0929705215419501,2.4254797046832532,0.16666666666666666,21,0.9070294784580499
1972,Summer,Shooting,14,0.08093278463648834,2.679706038839933,0.16666666666666666,27,0.9190672153635117
1972,Summer,Swimming,10,0.22159999999999996,2.0025299344725145,0.4942528735632184,100,0.7784
1972,Summer,Volleyball,4,0.22448979591836732,1.5498260458782016,0.3333333333333333,7,0.7755102040816326
1972,Summer,Water Polo,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1972,Summer,Weightlifting,10,0.1222222222222222,2.3040853307303735,0.2222222222222222,30,0.8777777777777778
1972,Summer,Wrestling,18,0.09800957420005038,2.6641744606393187,0.23333333333333334,63,0.9019904257999496
1976,Summer,Archery,4,0.2777777777777778,1.3296613488547582,0.3333333333333333,6,0.7222222222222222
1976,Summer,Athletics,22,0.11675690684437039,2.5002511876108606,0.24324324324324326,147,0.8832430931556297
1976,Summer,Basketball,4,0.2777777777777778,1.3296613488547582,0.3333333333333333,6,0.7222222222222222
1976,Summer,Boxing,15,0.09642372114078768,2.5747508036714,0.18181818181818182,47,0.9035762788592123
1976,Summer,Canoeing,8,0.16625,1.924260268567974,0.2727272727272727,40,0.83375
1976,Summer,Cycling,11,0.08506616257088849,2.5475313664679273,0.16666666666666666,23,0.9149338374291115
1976,Summer,Diving,5,0.242603550295858,1.5857708352080966,0.4166666666666667,13,0.757396449704142
1976,Summer,Equestrianism,7,0.2,1.7964554947284517,0.3888888888888889,25,0.8
1976,Summer,Fencing,8,0.15051020408163263,2.016183899145399,0.2916666666666667,28,0.8494897959183674
1976,Summer,Football,3,0.25,1.3862943611198906,0.3333333333333333,4,0.75
1976,Summer,Gymnastics,7,0.2053311120366514,1.8448272498980995,0.38636363636363635,49,0.7946688879633486
1976,Summer,Handball,5,0.18367346938775508,1.7478680974667573,0.3333333333333333,7,0.8163265306122449
1976,Summer,Hockey,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1976,Summer,Judo,13,0.11680000000000003,2.3878154108095915,0.20833333333333334,25,0.8832
1976,Summer,Modern Pentathlon,5,0.2222222222222222,1.5607104090414063,0.3333333333333333,6,0.7777777777777778
1976,Summer,Rowing,10,0.14944444444444446,2.1691855933957562,0.3333333333333333,60,0.8505555555555555
1976,Summer,Sailing,9,0.09640831758034027,2.4042341114242607,0.16666666666666666,23,0.9035916824196597
1976,Summer,Shooting,9,0.1020408163265306,2.3662655432031956,0.19047619047619047,28,0.8979591836734694
1976,Summer,Swimming,7,0.208652178349148,1.8107742690830457,0.4358974358974359,99,0.791347821650852
1976,Summer,Volleyball,5,0.2222222222222222,1.5607104090414063,0.3333333333333333,6,0.7777777777777778
1976,Summer,Water Polo,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1976,Summer,Weightlifting,9,0.15333333333333338,2.066324432693496,0.2962962962962963,30,0.8466666666666667
1976,Summer,Wrestling,14,0.12744140625,2.4260763563992542,0.3,64,0.87255859375
1980,Summer,Archery,3,0.3888888888888889,1.0114042647073518,0.5,6,0.6111111111111112
1980,Summer,Athletics,17,0.21114188981224993,2.015827747369494,0.35964912280701755,114,0.7888581101877501
1980,Summer,Basketball,4,0.2777777777777778,1.3296613488547582,0.3333333333333333,6,0.7222222222222222
1980,Summer,Boxing,16,0.12706611570247933,2.3610529810937693,0.22727272727272727,44,0.8729338842975207
1980,Summer,Canoeing,8,0.17722681359044995,1.8587022578803412,0.24242424242424243,33,0.82277318640955
1980,Summer,Cycling,8,0.19753086419753085,1.8310204811135162,0.3333333333333333,18,0.8024691358024691
1980,Summer,Diving,4,0.375,1.1269287948006759,0.5,12,0.625
1980,Summer,Equestrianism,7,0.25925925925925924,1.6290407622471204,0.4444444444444444,18,0.7407407407407407
1980,Summer,Fencing,6,0.2361111111111111,1.5643406813070353,0.3333333333333333,24,0.7638888888888888
1980,Summer,Football,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1980,Summer,Gymnastics,6,0.32740740740740737,1.3450237844304975,0.4888888888888889,45,0.6725925925925926
1980,Summer,Handball,4,0.2777777777777778,1.3296613488547582,0.3333333333333333,6,0.7222222222222222
1980,Summer,Hockey,5,0.2222222222222222,1.5607104090414063,0.3333333333333333,6,0.7777777777777778
1980,Summer,Judo,15,0.095703125,2.513218062821462,0.15625,32,0.904296875
1980,Summer,Modern Pentathlon,3,0.3888888888888889,1.0114042647073518,0.5,6,0.6111111111111112
1980,Summer,Rowing,9,0.21768707482993196,1.793023848978663,0.3333333333333333,42,0.782312925170068
1980,Summer,Sailing,12,0.09876543209876543,2.399204296202615,0.16666666666666666,18,0.9012345679012346
1980,Summer,Shooting,10,0.17006802721088432,2.017363623448251,0.2857142857142857,21,0.8299319727891157
1980,Summer,Swimming,11,0.24720578566732415,1.7246603262286255,0.38461538461538464,78,0.7527942143326758
1980,Summer,Volleyball,4,0.2777777777777778,1.3296613488547582,0.3333333333333333,6,0.7222222222222222
1980,Summer,Water Polo,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1980,Summer,Weightlifting,8,0.18,1.8876001868833021,0.26666666666666666,30,0.8200000000000001
1980,Summer,Wrestling,15,0.1466666666666666,2.245846743626275,0.2833333333333333,60,0.8533333333333334
1984,Summer,Archery,4,0.2777777777777778,1.3296613488547582,0.3333333333333333,6,0.7222222222222222
1984,Summer,Athletics,24,0.14368,2.4816738557191433,0.32,125,0.85632
1984,Summer,Basketball,5,0.2222222222222222,1.5607104090414063,0.3333333333333333,6,0.7777777777777778
1984,Summer,Boxing,23,0.09114583333333333,2.7856579654095506,0.22916666666666666,48,0.9088541666666666
1984,Summer,Canoeing,12,0.11265432098765432,2.302557436864335,0.16666666666666666,36,0.8873456790123457
1984,Summer,Cycling,11,0.2048611111111111,1.9610327837097636,0.375,24,0.7951388888888888
1984,Summer,Diving,3,0.5138888888888888,0.8239592165010823,0.6666666666666666,12,0.48611111111111116
1984,Summer,Equestrianism,7,0.19135802469135804,1.7690361613040135,0.2777777777777778,18,0.808641975308642
1984,Summer,Fencing,7,0.22569444444444445,1.6498777465952466,0.2916666666666667,24,0.7743055555555556
1984,Summer,Football,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1984,Summer,Gymnastics,5,0.2655489453758788,1.4124752102646216,0.37209302325581395,43,0.7344510546241212
1984,Summer,Handball,5,0.2222222222222222,1.5607104090414063,0.3333333333333333,6,0.7777777777777778
1984,Summer,Hockey,5,0.22222222222222227,1.5607104090414063,0.3333333333333333,6,0.7777777777777777
1984,Summer,Judo,13,0.099609375,2.4208418505585394,0.15625,32,0.900390625
1984,Summer,Modern Pentathlon,4,0.33333333333333337,1.242453324894,0.5,6,0.6666666666666666
1984,Summer,Rhythmic Gymnastics,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1984,Summer,Rowing,15,0.11564625850340134,2.400563126408751,0.19047619047619047,42,0.8843537414965986
1984,Summer,Sailing,11,0.17006802721088432,2.0819964960379065,0.3333333333333333,21,0.8299319727891157
1984,Summer,Shooting,17,0.10376492194674014,2.5350402189713157,0.18181818181818182,33,0.8962350780532599
1984,Summer,Swimming,13,0.20659816116819904,1.9406651642029151,0.38372093023255816,86,0.7934018388318009
1984,Summer,Synchronized Swimming,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,6,0.6666666666666667
1984,Summer,Volleyball,5,0.2222222222222222,1.5607104090414063,0.3333333333333333,6,0.7777777777777778
1984,Summer,Water Polo,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1984,Summer,Weightlifting,11,0.14888888888888893,2.1299758495229772,0.26666666666666666,30,0.851111111111111
1984,Summer,Wrestling,16,0.11333333333333333,2.4202125595107677,0.21666666666666667,60,0.8866666666666667
1988,Summer,Archery,5,0.3333333333333333,1.3143738430069454,0.5,12,0.6666666666666667
1988,Summer,Athletics,22,0.12081397211985258,2.484819439068365,0.2125984251968504,158,0.8791860278801474
1988,Summer,Basketball,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,6,0.6666666666666667
1988,Summer,Boxing,24,0.06213017751479291,3.041292596499696,0.16666666666666666,52,0.9378698224852071
1988,Summer,Canoeing,10,0.1318518518518519,2.178724074918791,0.25,45,0.8681481481481481
1988,Summer,Cycling,8,0.12929145361577796,2.174585172950105,0.25925925925925924,37,0.870708546384222
1988,Summer,Diving,3,0.4305555555555556,0.9184277849930975,0.5,12,0.5694444444444444
1988,Summer,Equestrianism,7,0.15311909262759923,1.9683230881157003,0.2777777777777778,23,0.8468809073724007
1988,Summer,Fencing,6,0.15625,1.983648939504942,0.2916666666666667,32,0.84375
1988,Summer,Football,3,0.25,1.3862943611198906,0.3333333333333333,4,0.75
1988,Summer,Gymnastics,9,0.2026627218934911,1.8506348611123122,0.4090909090909091,52,0.7973372781065089
1988,Summer,Handball,4,0.2777777777777778,1.3296613488547582,0.3333333333333333,6,0.7222222222222222
1988,Summer,Hockey,5,0.18367346938775508,1.7478680974667573,0.3333333333333333,7,0.8163265306122449
1988,Summer,Judo,12,0.08539944903581267,2.574951518731253,0.17857142857142858,33,0.9146005509641874
1988,Summer,Modern Pentathlon,4,0.2777777777777778,1.3296613488547582,0.3333333333333333,6,0.7222222222222222
1988,Summer,Rhythmic Gymnastics,2,0.5555555555555556,0.6365141682948128,0.6666666666666666,3,0.4444444444444444
1988,Summer,Rowing,13,0.10545454545454544,2.487206327366039,0.23809523809523808,55,0.8945454545454545
1988,Summer,Sailing,14,0.09440000000000001,2.543347669962025,0.20833333333333334,25,0.9056
1988,Summer,Shooting,18,0.09607438016528926,2.7394528355856638,0.28205128205128205,44,0.9039256198347108
1988,Summer,Swimming,21,0.13408,2.4545116457637617,0.2978723404255319,125,0.86592
1988,Summer,Synchronized Swimming,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,6,0.6666666666666667
1988,Summer,Table Tennis,4,0.3194444444444444,1.2366848691405041,0.4166666666666667,12,0.6805555555555556
1988,Summer,Tennis,8,0.154320987654321,2.029154562810915,0.3125,18,0.845679012345679
1988,Summer,Volleyball,5,0.2222222222222222,1.5607104090414063,0.3333333333333333,6,0.7777777777777778
1988,Summer,Water Polo,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1988,Summer,Weightlifting,9,0.11728395061728396,2.3006346182798363,0.26666666666666666,36,0.8827160493827161
1988,Summer,Wrestling,18,0.11758584807492195,2.523981701269449,0.25,62,0.8824141519250781
1992,Summer,Archery,7,0.19444444444444442,1.791759469228055,0.3333333333333333,12,0.8055555555555556
1992,Summer,Athletics,35,0.09912009789639298,2.8680563281059013,0.22900763358778625,131,0.900879902103607
1992,Summer,Badminton,5,0.2622222222222222,1.432213904360235,0.3333333333333333,15,0.7377777777777779
1992,Summer,Baseball,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1992,Summer,Basketball,5,0.2222222222222222,1.5607104090414063,0.3333333333333333,6,0.7777777777777778
1992,Summer,Boxing,25,0.06944444444444445,2.9753212762938634,0.1875,48,0.9305555555555556
1992,Summer,Canoeing,16,0.1032986111111111,2.5233480101759915,0.22916666666666666,48,0.8967013888888888
1992,Summer,Cycling,14,0.11333333333333334,2.387485734653405,0.2,30,0.8866666666666667
1992,Summer,Diving,4,0.3055555555555556,1.2650013752730702,0.4166666666666667,12,0.6944444444444444
1992,Summer,Equestrianism,7,0.2222222222222222,1.7194778138544318,0.3888888888888889,18,0.7777777777777778
1992,Summer,Fencing,9,0.14583333333333334,2.037712826869867,0.20833333333333334,24,0.8541666666666666
1992,Summer,Football,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1992,Summer,Gymnastics,9,0.2141240380262562,1.8195531666837386,0.3829787234042553,47,0.7858759619737438
1992,Summer,Handball,5,0.22222222222222227,1.5607104090414063,0.3333333333333333,6,0.7777777777777777
1992,Summer,Hockey,5,0.2222222222222222,1.5607104090414063,0.3333333333333333,6,0.7777777777777778
1992,Summer,Judo,19,0.08609693877551021,2.673277840308358,0.17857142857142858,56,0.9139030612244898
1992,Summer,Modern Pentathlon,4,0.2777777777777778,1.3296613488547582,0.3333333333333333,6,0.7222222222222222
1992,Summer,Rhythmic Gymnastics,2,0.5555555555555556,0.6365141682948128,0.6666666666666666,3,0.4444444444444444
1992,Summer,Rowing,16,0.11904761904761904,2.43000961335237,0.23809523809523808,42,0.8809523809523809
1992,Summer,Sailing,12,0.15555555555555556,2.1503216721276317,0.3,30,0.8444444444444444
1992,Summer,Shooting,18,0.08875739644970412,2.6635695389109104,0.20512820512820512,39,0.9112426035502958
1992,Summer,Swimming,18,0.14186611168921262,2.305936908689108,0.2903225806451613,93,0.8581338883107874
1992,Summer,Synchronized Swimming,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,6,0.6666666666666667
1992,Summer,Table Tennis,6,0.26222222222222225,1.5292482930376912,0.4,15,0.7377777777777778
1992,Summer,Tennis,9,0.1328125,2.1006789212792603,0.1875,16,0.8671875
1992,Summer,Volleyball,5,0.2222222222222222,1.5607104090414063,0.3333333333333333,6,0.7777777777777778
1992,Summer,Water Polo,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1992,Summer,Weightlifting,11,0.16290130796670635,2.0756734225039306,0.3103448275862069,29,0.8370986920332937
1992,Summer,Wrestling,18,0.11833333333333335,2.5015581558404776,0.26666666666666666,60,0.8816666666666666
1996,Summer,Archery,8,0.18055555555555555,1.9072839993213793,0.3333333333333333,12,0.8194444444444444
1996,Summer,Athletics,45,0.056932966023875126,3.3524063826236565,0.17424242424242425,132,0.9430670339761249
1996,Summer,Badminton,5,0.23555555555555557,1.5065950881316383,0.26666666666666666,15,0.7644444444444445
1996,Summer,Baseball,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1996,Summer,Basketball,5,0.2222222222222222,1.5607104090414063,0.3333333333333333,6,0.7777777777777778
1996,Summer,Beach Volleyball,4,0.2777777777777778,1.3296613488547582,0.3333333333333333,6,0.7222222222222222
1996,Summer,Boxing,22,0.07378472222222222,2.832691125435431,0.14583333333333334,48,0.9262152777777778
1996,Summer,Canoeing,19,0.09114583333333333,2.6471008377365677,0.1875,48,0.9088541666666666
1996,Summer,Cycling,13,0.1111111111111111,2.3700568701846634,0.21428571428571427,42,0.8888888888888888
1996,Summer,Diving,5,0.26388888888888895,1.4677339293271523,0.4166666666666667,12,0.736111111111111
1996,Summer,Equestrianism,8,0.16666666666666666,1.9080368345090655,0.2222222222222222,18,0.8333333333333334
1996,Summer,Fencing,8,0.18444444444444447,1.8367794243819655,0.23333333333333334,30,0.8155555555555556
1996,Summer,Football,6,0.16666666666666669,1.7917594692280547,0.16666666666666666,6,0.8333333333333333
1996,Summer,Gymnastics,13,0.131198347107438,2.2205381131534074,0.20454545454545456,44,0.868801652892562
1996,Summer,Handball,6,0.16666666666666669,1.7917594692280547,0.16666666666666666,6,0.8333333333333333
1996,Summer,Hockey,4,0.2777777777777778,1.3296613488547582,0.3333333333333333,6,0.7222222222222222
1996,Summer,Judo,17,0.08928571428571429,2.5878267535788573,0.14285714285714285,56,0.9107142857142857
1996,Summer,Modern Pentathlon,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1996,Summer,Rhythmic Gymnastics,4,0.2777777777777778,1.3296613488547582,0.3333333333333333,6,0.7222222222222222
1996,Summer,Rowing,16,0.0873015873015873,2.586146888860056,0.14285714285714285,42,0.9126984126984127
1996,Summer,Sailing,22,0.053333333333333344,3.014077280571366,0.1,30,0.9466666666666667
1996,Summer,Shooting,15,0.0834567901234568,2.5782731258581983,0.13333333333333333,45,0.9165432098765431
1996,Summer,Softball,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1996,Summer,Swimming,19,0.12630208333333331,2.444944222357232,0.2708333333333333,96,0.8736979166666667
1996,Summer,Synchronized Swimming,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1996,Summer,Table Tennis,4,0.48611111111111105,0.9830877585747855,0.6666666666666666,12,0.513888888888889
1996,Summer,Tennis,7,0.18055555555555558,1.8200759753606217,0.25,12,0.8194444444444444
1996,Summer,Volleyball,6,0.16666666666666669,1.7917594692280547,0.16666666666666666,6,0.8333333333333333
1996,Summer,Water Polo,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
1996,Summer,Weightlifting,14,0.09555555555555556,2.479905358728064,0.16666666666666666,30,0.9044444444444444
1996,Summer,Wrestling,23,0.06777777777777778,2.8896469652252326,0.13333333333333333,60,0.9322222222222222
2000,Summer,Archery,7,0.23611111111111116,1.6987829895138011,0.4166666666666667,12,0.7638888888888888
2000,Summer,Athletics,44,0.04684022566119765,3.3866131489817204,0.11510791366906475,139,0.9531597743388024
2000,Summer,Badminton,5,0.35111111111111104,1.2868726303980165,0.5333333333333333,15,0.648888888888889
2000,Summer,Baseball,3,0.3333333333333333,1.0986122886681096,0.3333333333333333,3,0.6666666666666667
2000,Summer,Basketball,5,0.2222222222222222,1.5607104090414063,0.3333333333333333,6,0.7777777777777778
2000,Summer,Beach Volleyball,4,0.33333333333333337,1.242453324894,0.5,6,0.6666666666666666
2000,Summer,Boxing,22,0.0763888888888889,2.809447005506867,0.14583333333333334,48,0.9236111111111112
2000,Summer,Canoeing,17,0.08506944444444445,2.6485033273003493,0.16666666666666666,48,0.9149305555555556
2000,Summer,Cycling,16,0.10003559985760056,2.5122771761221228,0.18867924528301888,53,0.8999644001423994
2000,Summer,Diving,8,0.24305555555555558,1.710057014703336,0.4166666666666667,24,0.7569444444444444
2000,Summer,Equestrianism,9,0.154320987654321,2.0141225292248675,0.2222222222222222,18,0.845679012345679
